,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
9968,c,2,f,8,a,5,ten
9969,c,3,c,6,e,1,ten
9970,b,1,e,7,d,1,fourteen
9971,d,2,c,4,f,3,six
9972,d,2,f,2,h,4,ten
9973,d,4,e,8,g,3,ten
9974,d,1,a,8,b,7,draw
9975,a,1,a,5,e,3,fourteen
9976,d,1,e,7,f,1,eleven
9977,b,1,d,6,h,4,fourteen
9978,b,1,d,3,a,8,ten
9979,b,2,h,4,f,6,fourteen
9980,c,1,h,3,g,2,draw
9981,d,3,c,5,e,5,twelve
9982,b,1,e,3,g,6,thirteen
9983,c,1,f,2,e,1,draw
9984,d,1,a,6,d,4,fourteen
9985,b,1,d,1,c,3,twelve
9986,d,1,b,8,b,6,fifteen
9987,c,1,f,4,h,5,twelve
9988,d,2,d,1,b,1,six
9989,d,4,c,8,f,1,nine
9990,d,1,a,3,b,1,five
9991,a,1,g,3,e,3,sixteen
9992,a,1,b,4,f,1,eleven
9993,c,2,h,1,g,5,thirteen
9994,d,4,f,7,f,4,nine
9995,c,2,d,4,e,6,twelve
9996,c,1,h,7,h,6,draw
9997,c,2,e,2,f,1,draw
9998,b,1,g,3,c,5,fifteen
9999,a,1,h,7,h,3,fourteen
10000,c,1,b,1,b,6,fourteen
10001,d,2,d,8,h,5,eleven
10002,d,4,e,7,d,1,eight
10003,b,2,e,6,e,2,fourteen
10004,d,2,e,8,g,2,twelve
10005,d,2,g,4,d,4,thirteen
10006,d,1,h,2,e,8,fourteen
10007,d,3,h,3,c,8,eleven
10008,a,1,c,8,h,6,fourteen
10009,c,1,h,4,e,5,fourteen
10010,b,1,f,2,e,8,fourteen
10011,c,3,d,8,h,5,twelve
10012,b,1,d,2,f,8,fourteen
10013,c,3,a,5,g,6,twelve
10014,d,3,g,1,b,2,six
10015,c,3,b,3,b,1,three
10016,c,3,e,3,f,1,seven
10017,b,2,e,7,f,4,thirteen
10018,b,1,c,2,e,8,fourteen
10019,b,2,g,2,h,1,draw
10020,b,1,c,7,h,4,fourteen
10021,b,2,b,8,f,4,fourteen
10022,b,1,g,8,a,4,eleven
10023,d,2,d,3,g,6,twelve
10024,c,3,c,1,h,3,eleven
10025,d,1,c,6,f,6,fifteen
10026,b,1,g,1,d,6,fifteen
10027,c,3,a,3,h,6,twelve
10028,d,2,a,3,f,7,thirteen
10029,d,2,e,4,d,5,draw
10030,d,2,a,2,f,5,fourteen
10031,b,2,a,7,d,2,twelve
10032,d,1,b,5,g,3,twelve
10033,c,3,a,7,h,7,twelve
10034,d,1,a,2,b,4,thirteen
10035,b,2,e,5,f,4,draw
10036,b,2,b,6,g,2,eleven
10037,b,2,f,3,g,5,twelve
10038,c,1,d,2,g,2,twelve
10039,b,1,f,3,f,6,sixteen
10040,b,2,d,6,f,1,eleven
10041,b,2,e,5,d,3,fourteen
10042,d,3,e,1,a,4,ten
10043,a,1,e,1,d,4,fourteen
10044,b,1,a,6,g,5,fourteen
10045,c,1,f,8,e,4,fifteen
10046,b,1,f,2,d,3,sixteen
10047,d,1,e,5,g,4,fourteen
10048,b,1,h,2,d,4,fifteen
10049,d,1,g,4,h,7,eight
10050,b,2,g,1,d,4,fourteen
10051,c,2,f,6,e,1,ten
10052,d,2,h,6,a,5,thirteen
10053,c,1,b,1,c,3,fourteen
10054,b,1,c,7,d,8,draw
10055,d,3,f,2,e,1,draw
10056,c,3,f,3,e,1,eight
10057,c,1,b,6,d,8,thirteen
10058,c,3,b,5,f,1,ten
10059,d,2,g,3,f,5,thirteen
10060,d,1,b,6,a,3,eight
10061,d,2,b,2,e,5,fourteen
10062,d,2,a,7,h,5,twelve
10063,a,1,c,1,g,3,fifteen
10064,c,1,c,3,c,8,fourteen
10065,d,3,a,6,f,6,twelve
10066,c,3,h,8,h,7,draw
10067,d,4,h,5,g,4,draw
10068,c,3,g,7,b,1,two
10069,c,1,b,4,e,7,fourteen
10070,d,3,e,4,g,3,eight
10071,d,3,d,4,a,4,nine
10072,d,3,g,8,b,3,seven
10073,b,1,a,2,h,1,six
10074,c,1,g,2,f,1,draw
10075,b,2,h,7,g,2,thirteen
10076,d,2,b,1,h,5,eleven
10077,d,2,f,1,g,3,ten
10078,c,3,a,8,c,1,two
10079,c,2,d,8,d,4,fourteen
10080,b,2,f,1,f,3,fourteen
10081,c,2,c,4,g,7,twelve
10082,d,2,a,4,h,5,eleven
10083,b,1,f,6,e,2,sixteen
10084,d,1,b,3,h,1,five
10085,c,1,a,1,h,2,nine
10086,d,2,d,4,b,8,nine
10087,a,1,b,6,d,2,fifteen
10088,b,1,e,5,a,6,twelve
10089,b,1,a,1,e,4,fourteen
10090,d,4,h,4,b,1,eight
10091,d,3,d,8,g,3,nine
10092,d,2,e,4,a,5,eleven
10093,d,2,b,8,d,5,thirteen
10094,c,2,d,6,g,4,thirteen
10095,d,4,a,7,g,3,ten
10096,d,2,f,6,f,7,draw
10097,c,1,a,1,g,1,nine
10098,c,1,e,5,d,3,fourteen
10099,d,4,b,2,h,7,nine
10100,c,1,d,8,h,6,thirteen
10101,d,3,b,2,h,7,eleven
10102,c,1,b,8,e,5,fifteen
10103,a,1,f,3,h,3,fourteen
10104,d,4,e,8,e,2,nine
10105,d,1,h,4,g,7,fourteen
10106,d,2,h,5,h,1,seven
10107,d,2,d,4,h,3,six
10108,d,2,h,5,a,8,ten
10109,d,3,d,8,f,4,twelve
10110,d,3,b,5,d,8,eleven
10111,c,1,h,2,f,5,fourteen
10112,c,2,c,6,a,4,ten
10113,b,1,a,6,d,5,fifteen
10114,b,2,g,8,h,6,nine
10115,b,2,d,1,e,1,draw
10116,c,1,d,8,e,1,twelve
10117,c,3,d,1,g,6,twelve
10118,c,2,c,4,g,3,eight
10119,d,3,a,2,f,5,twelve
10120,c,2,d,2,e,3,fourteen
10121,d,2,f,7,e,8,draw
10122,c,1,h,2,h,7,twelve
10123,d,1,d,8,b,1,five
10124,b,2,g,3,g,1,nine
10125,c,2,d,1,d,7,thirteen
10126,d,2,h,5,e,4,twelve
10127,d,1,b,2,g,5,fourteen
10128,d,4,b,5,h,6,ten
10129,b,2,c,6,f,3,fifteen
10130,d,2,h,8,b,8,twelve
10131,a,1,e,7,d,2,fifteen
10132,b,2,g,7,h,5,ten
10133,b,1,b,8,b,4,fourteen
10134,d,2,g,5,a,7,twelve
10135,c,2,b,7,h,2,nine
10136,d,2,g,5,e,4,twelve
10137,c,1,f,6,h,6,twelve
10138,d,4,h,8,h,5,ten
10139,c,1,c,6,a,4,eleven
10140,c,2,f,4,h,1,seven
10141,d,3,b,6,e,6,twelve
10142,d,2,h,5,d,4,twelve
10143,c,3,e,1,h,3,eleven
10144,d,1,d,8,g,1,six
10145,c,2,g,3,e,7,thirteen
10146,c,2,a,3,d,4,thirteen
10147,d,1,e,6,g,8,twelve
10148,b,1,c,6,d,1,fourteen
10149,b,2,a,6,g,6,fourteen
10150,d,2,d,8,e,7,draw
10151,d,2,c,1,h,4,eleven
10152,c,2,c,6,h,1,eight
10153,c,2,c,3,h,8,twelve
10154,c,1,h,2,a,5,eleven
10155,a,1,c,8,g,3,fifteen
10156,b,1,d,1,g,5,fourteen
10157,c,2,b,5,f,4,eleven
10158,d,3,f,6,a,2,six
10159,b,1,c,1,h,4,thirteen
10160,c,1,h,5,b,6,thirteen
10161,c,2,h,5,f,5,thirteen
10162,d,1,c,1,g,8,fourteen
10163,d,2,c,4,d,6,thirteen
10164,d,3,e,1,b,2,six
10165,b,1,c,7,a,3,ten
10166,c,1,c,2,e,6,fifteen
10167,c,2,g,6,e,4,fourteen
10168,d,3,c,1,a,6,nine
10169,c,3,c,1,h,4,eleven
10170,d,4,d,5,g,6,ten
10171,d,4,c,7,f,5,twelve
10172,d,3,d,7,g,4,twelve
10173,d,4,d,5,h,2,eight
10174,b,1,h,7,g,1,twelve
10175,d,4,g,2,c,2,eight
10176,d,2,g,8,b,1,four
10177,c,3,e,7,b,1,two
10178,d,3,f,7,h,7,ten
10179,c,2,a,7,e,7,thirteen
10180,d,2,g,1,b,3,thirteen
10181,b,1,f,5,c,8,fourteen
10182,b,2,d,8,g,2,eleven
10183,b,2,a,6,f,4,fourteen
10184,b,1,d,5,c,3,thirteen
10185,c,1,b,4,b,5,draw
10186,d,4,c,4,h,2,six
10187,c,3,c,6,h,5,thirteen
10188,c,2,h,6,c,7,eleven
10189,c,1,f,8,c,5,fifteen
10190,b,1,g,6,c,7,thirteen
10191,b,2,g,7,f,5,fifteen
10192,c,3,b,7,b,1,three
10193,c,2,g,5,b,8,twelve
10194,c,3,h,7,h,5,thirteen
10195,d,4,g,4,h,2,seven
10196,c,2,g,8,f,5,fourteen
10197,d,3,a,6,g,2,eight
10198,d,1,a,7,a,3,twelve
10199,d,1,c,2,a,3,eleven
10200,a,1,g,8,e,1,fourteen
10201,d,1,g,7,e,3,fifteen
10202,d,1,h,2,f,2,fourteen
10203,d,3,g,2,f,7,twelve
10204,b,2,a,4,f,4,fourteen
10205,d,1,f,7,a,2,eight
10206,a,1,f,5,h,4,fourteen
10207,a,1,b,3,f,4,sixteen
10208,c,1,e,3,c,6,fourteen
10209,c,2,h,2,b,8,eleven
10210,d,3,g,1,f,8,twelve
10211,d,3,g,3,g,8,twelve
10212,d,3,a,3,b,3,draw
10213,a,1,h,5,f,5,fifteen
10214,c,3,h,2,f,2,twelve
10215,d,1,h,8,h,7,draw
10216,c,2,f,4,a,6,eleven
10217,c,2,h,3,b,7,eleven
10218,d,2,d,8,a,6,ten
10219,c,1,f,3,a,6,eleven
10220,d,2,h,4,f,6,thirteen
10221,c,2,a,8,h,3,eleven
10222,d,1,h,1,f,4,fourteen
10223,c,2,f,8,g,1,nine
10224,c,1,e,5,g,3,fourteen
10225,b,1,h,8,d,8,fourteen
10226,b,2,e,7,d,2,fourteen
10227,c,2,h,4,b,4,thirteen
10228,d,2,a,2,e,6,thirteen
10229,d,2,g,6,g,3,fourteen
10230,d,3,e,4,h,7,ten
10231,a,1,f,3,e,2,draw
10232,b,1,f,3,c,3,sixteen
10233,b,1,h,2,a,7,eleven
10234,d,2,g,8,d,8,thirteen
10235,d,3,a,4,g,8,eleven
10236,b,2,f,3,e,3,draw
10237,b,1,h,3,c,6,fifteen
10238,c,2,f,6,h,7,eleven
10239,d,4,e,8,b,1,eight
10240,b,1,e,4,d,4,draw
10241,d,2,f,8,h,8,ten
10242,c,2,c,1,e,3,fourteen
10243,c,3,g,4,f,5,draw
10244,d,1,d,3,e,4,draw
10245,a,1,c,2,c,3,draw
10246,d,3,e,3,d,5,eleven
10247,b,2,e,3,e,1,nine
10248,d,2,g,4,d,8,thirteen
10249,c,1,a,4,c,7,fourteen
10250,c,3,c,6,e,3,twelve
10251,d,1,b,7,g,2,ten
10252,c,1,h,1,c,4,fourteen
10253,b,1,h,7,e,3,fifteen
10254,c,1,b,8,b,5,thirteen
10255,d,3,b,5,c,8,eleven
10256,d,2,f,5,a,3,seven
10257,c,1,b,1,g,2,ten
10258,c,3,f,3,f,5,fourteen
10259,d,4,e,4,g,3,eight
10260,b,1,a,7,c,3,fourteen
10261,c,1,g,6,e,5,fifteen
10262,b,1,h,3,c,8,fourteen
10263,b,2,e,6,g,4,fourteen
10264,d,2,d,5,e,6,draw
10265,d,4,g,2,b,2,eight
10266,d,1,c,5,h,8,twelve
10267,d,1,b,5,a,6,draw
10268,b,1,a,3,e,5,fifteen
10269,c,2,b,5,e,6,twelve
10270,c,2,b,4,g,4,thirteen
10271,d,1,d,4,e,8,thirteen
10272,c,3,e,8,h,2,nine
10273,b,2,c,3,g,1,eight
10274,c,1,d,5,f,4,fourteen
10275,c,1,g,7,c,3,fourteen
10276,c,2,c,5,d,5,draw
10277,d,3,g,7,h,8,draw
10278,d,1,f,6,f,8,thirteen
10279,d,1,f,7,a,5,fourteen
10280,c,3,a,2,h,7,eleven
10281,d,2,f,6,c,5,fourteen
10282,d,1,f,6,g,6,draw
10283,d,1,a,2,b,3,draw
10284,b,1,g,5,a,8,twelve
10285,b,1,d,2,c,7,eleven
10286,d,3,e,1,c,8,ten
10287,b,1,g,7,e,5,sixteen
10288,c,2,g,5,a,8,ten
10289,c,1,h,8,b,4,thirteen
10290,b,1,f,8,c,5,fifteen
10291,c,2,e,7,g,6,twelve
10292,c,3,a,6,g,1,nine
10293,c,1,g,4,f,3,draw
10294,d,2,e,3,a,4,ten
10295,b,1,f,5,d,7,fourteen
10296,d,3,b,1,a,1,draw
10297,d,2,f,3,a,1,four
10298,a,1,a,5,f,2,thirteen
10299,c,1,c,8,a,7,ten
10300,d,2,a,8,a,4,eleven
10301,b,2,d,7,f,2,fourteen
10302,c,1,g,3,c,5,fourteen
10303,c,1,a,6,c,4,fourteen
10304,a,1,c,7,c,2,sixteen
10305,c,3,b,7,f,3,twelve
10306,d,4,f,7,h,4,nine
10307,b,1,f,7,b,7,fifteen
10308,c,2,e,5,e,3,thirteen
10309,d,3,d,2,f,3,twelve
10310,d,3,c,6,a,6,nine
10311,c,2,e,6,a,3,eleven
10312,d,3,d,6,f,4,twelve
10313,d,1,g,1,b,8,fourteen
10314,d,3,b,2,f,6,twelve
10315,c,3,a,2,h,1,five
10316,d,1,d,6,a,5,thirteen
10317,b,1,g,8,d,3,fifteen
10318,d,2,a,5,c,6,twelve
10319,d,1,f,5,f,7,fourteen
10320,c,3,h,2,g,7,twelve
10321,d,4,h,8,g,5,eleven
10322,d,2,b,5,g,4,nine
10323,d,2,g,5,b,7,twelve
10324,c,2,h,1,c,6,thirteen
10325,d,2,a,1,c,6,thirteen
10326,c,2,d,6,e,3,fourteen
10327,d,4,b,3,e,2,eight
10328,d,1,d,7,c,5,thirteen
10329,c,2,a,6,g,5,thirteen
10330,c,1,f,3,a,7,eleven
10331,d,1,a,8,f,7,fourteen
10332,c,1,d,7,c,7,draw
10333,b,1,e,7,e,5,fifteen
10334,b,1,b,6,g,3,fifteen
10335,d,3,b,6,d,6,twelve
10336,d,3,f,8,d,7,thirteen
10337,d,2,c,7,h,4,eleven
10338,c,1,d,2,g,4,fourteen
10339,d,1,d,5,f,5,fourteen
10340,c,3,f,4,e,3,draw
10341,c,2,h,4,a,5,eleven
10342,c,1,a,2,a,5,eleven
10343,b,1,e,5,a,5,fourteen
10344,d,4,h,2,b,1,four
10345,b,1,e,5,f,8,thirteen
10346,d,2,d,1,g,5,thirteen
10347,d,1,c,8,b,6,ten
10348,c,2,f,8,c,8,thirteen
10349,d,1,g,4,e,3,ten
10350,d,1,b,1,a,4,seven
10351,c,1,b,5,g,6,thirteen
10352,b,1,c,7,e,4,fifteen
10353,c,1,h,4,d,4,fourteen
10354,d,3,g,6,f,5,draw
10355,d,2,c,3,b,1,four
10356,c,1,a,4,c,5,fourteen
10357,c,2,b,1,e,7,thirteen
10358,a,1,a,6,h,6,fifteen
10359,c,1,h,8,c,5,fourteen
10360,d,4,e,8,h,1,seven
10361,d,2,f,2,c,7,thirteen
10362,d,3,b,2,e,5,twelve
10363,b,1,g,6,e,4,sixteen
10364,c,2,b,8,c,6,fourteen
10365,a,1,a,2,e,2,fourteen
10366,c,3,c,5,e,4,ten
10367,d,1,g,2,a,1,four
10368,b,1,a,2,g,6,fourteen
10369,d,1,f,6,h,4,twelve
10370,d,3,h,5,f,2,nine
10371,d,2,g,3,f,8,thirteen
10372,a,1,d,5,d,2,fifteen
10373,d,4,g,5,g,1,eight
10374,d,3,g,3,f,4,draw
10375,b,1,f,8,h,6,thirteen
10376,a,1,e,5,g,6,fifteen
10377,b,2,f,5,d,2,thirteen
10378,d,3,d,4,c,1,five
10379,d,2,d,5,g,6,eleven
10380,b,1,d,1,d,4,fifteen
10381,c,1,g,1,a,4,thirteen
10382,d,2,d,3,b,8,nine
10383,c,1,c,8,g,2,ten
10384,b,1,e,6,e,1,fourteen
10385,c,2,e,7,g,8,ten
10386,b,2,f,7,d,2,fourteen
10387,c,1,f,6,e,3,fifteen
10388,b,1,d,2,g,5,fifteen
10389,c,1,d,8,g,4,fourteen
10390,c,2,e,1,a,6,eleven
10391,d,1,g,7,c,3,fourteen
10392,c,2,e,7,g,2,twelve
10393,c,1,e,5,d,8,fourteen
10394,b,2,d,2,g,6,fourteen
10395,a,1,e,3,e,4,draw
10396,a,1,c,6,h,7,thirteen
10397,c,1,h,1,b,3,fourteen
10398,c,3,e,5,f,2,ten
10399,d,4,d,8,c,2,nine
10400,c,1,e,5,h,4,thirteen
10401,a,1,e,8,f,4,fourteen
10402,b,2,b,6,h,7,eleven
10403,b,1,d,1,a,5,twelve
10404,a,1,e,7,c,2,fifteen
10405,d,4,g,8,h,2,six
10406,b,2,f,2,d,1,seven
10407,d,4,d,3,f,5,twelve
10408,c,1,e,7,h,7,twelve
10409,c,1,f,3,g,5,twelve
10410,b,1,c,2,e,2,sixteen
10411,b,1,b,5,a,4,draw
10412,d,1,h,7,c,4,fourteen
10413,c,1,b,5,a,7,eight
10414,b,1,c,6,b,4,eleven
10415,b,2,b,5,h,4,eleven
10416,b,2,e,4,g,2,eleven
10417,a,1,a,5,d,2,fourteen
10418,b,1,e,6,a,7,thirteen
10419,b,1,g,4,f,3,draw
10420,b,1,b,6,a,8,eight
10421,b,2,f,3,g,2,draw
10422,b,1,a,4,b,8,twelve
10423,d,4,a,3,g,2,eight
10424,c,2,d,8,f,6,thirteen
10425,c,3,h,7,d,1,nine
10426,b,1,a,3,e,2,nine
10427,b,1,e,4,g,6,fourteen
10428,d,2,g,3,h,1,six
10429,b,2,c,2,h,2,eleven
10430,b,2,c,6,h,3,thirteen
10431,c,1,d,7,f,8,eleven
10432,b,1,b,6,f,4,fifteen
10433,c,3,h,3,h,6,twelve
10434,d,4,e,2,f,3,draw
10435,c,2,g,4,a,3,one
10436,d,3,c,8,b,4,nine
10437,b,1,a,7,c,6,fifteen
10438,c,2,e,1,a,7,eleven
10439,d,2,h,6,g,7,draw
10440,d,4,f,8,h,7,nine
10441,d,3,b,3,g,8,eleven
10442,a,1,e,1,g,1,fourteen
10443,d,2,f,6,h,7,ten
10444,d,1,b,2,f,2,eleven
10445,d,3,g,5,a,1,five
10446,c,1,g,3,e,1,eight
10447,b,2,b,3,h,5,thirteen
10448,d,4,e,7,h,2,eight
10449,b,1,h,8,c,6,fifteen
10450,d,2,f,7,g,4,ten
10451,c,2,b,3,e,5,fourteen
10452,b,2,a,1,g,1,nine
10453,d,1,b,3,g,3,fourteen
10454,d,1,g,6,e,7,thirteen
10455,d,4,a,5,d,2,eight
10456,c,1,c,4,d,5,draw
10457,d,2,f,3,d,6,thirteen
10458,a,1,f,2,h,8,twelve
10459,c,2,h,8,g,7,draw
10460,d,3,g,4,g,3,draw
10461,b,2,c,1,f,3,fourteen
10462,d,1,e,8,g,1,eleven
10463,b,2,a,8,h,7,thirteen
10464,d,4,g,2,g,4,eleven
10465,d,3,d,8,a,5,ten
10466,c,3,f,3,g,7,ten
10467,c,1,g,1,d,5,fifteen
10468,d,2,d,5,f,5,thirteen
10469,b,1,c,2,d,5,sixteen
10470,c,3,d,7,e,2,ten
10471,d,2,f,8,b,4,twelve
10472,d,3,c,7,h,7,eleven
10473,b,1,c,4,b,4,draw
10474,b,2,g,8,e,2,thirteen
10475,c,2,d,7,h,8,nine
10476,d,3,d,7,e,8,draw
10477,d,1,a,4,g,3,seven
10478,d,4,h,7,f,1,nine
10479,d,3,e,2,f,1,five
10480,d,1,e,2,h,8,twelve
10481,b,2,c,8,g,6,fourteen
10482,d,1,e,2,a,6,twelve
10483,b,1,g,7,b,5,fifteen
10484,d,3,a,7,c,6,twelve
10485,d,2,e,1,b,7,twelve
10486,d,2,e,1,b,2,five
10487,c,2,c,5,e,8,thirteen
10488,d,1,e,3,a,2,four
10489,d,1,c,2,a,2,eleven
10490,d,2,f,4,g,6,nine
10491,b,2,a,8,e,2,twelve
10492,c,2,b,6,h,4,thirteen
10493,d,3,e,2,a,8,nine
10494,a,1,d,2,g,4,fifteen
10495,c,3,a,7,h,3,eleven
10496,d,3,g,5,f,4,draw
10497,d,4,e,8,f,2,nine
10498,b,2,a,3,g,1,eight
10499,b,1,h,5,f,2,twelve
10500,d,2,h,8,h,5,eleven
10501,d,4,f,7,h,3,nine
10502,b,1,d,8,a,7,twelve
10503,c,2,a,1,f,8,twelve
10504,b,1,d,4,h,4,thirteen
10505,b,1,a,7,d,3,fifteen
10506,d,3,e,3,a,2,six
10507,c,2,f,3,f,6,thirteen
10508,a,1,e,7,h,3,fourteen
10509,d,2,d,6,a,4,eleven
10510,a,1,e,6,d,2,fifteen
10511,d,2,c,1,g,8,twelve
10512,d,2,d,8,g,7,twelve
10513,d,1,a,5,f,8,thirteen
10514,d,1,c,7,d,6,draw
10515,c,2,e,8,c,4,thirteen
10516,b,2,d,6,g,5,fourteen
10517,c,3,b,1,h,8,eleven
10518,b,2,d,5,f,4,fourteen
10519,d,3,f,4,c,6,twelve
10520,b,1,a,3,g,8,thirteen
10521,b,2,e,3,e,4,draw
10522,d,3,d,4,b,4,nine
10523,d,3,f,5,d,6,twelve
10524,d,1,b,7,b,4,fourteen
10525,a,1,d,6,f,4,sixteen
10526,d,3,d,8,a,7,nine
10527,c,2,d,2,g,8,twelve
10528,a,1,a,5,g,3,thirteen
10529,c,1,g,3,g,1,eight
10530,d,1,g,7,a,2,eight
10531,b,1,c,6,f,6,sixteen
10532,d,2,e,3,g,3,twelve
10533,d,1,e,6,b,4,fifteen
10534,c,2,g,2,a,1,two
10535,d,1,b,7,h,4,twelve
10536,a,1,f,8,e,2,sixteen
10537,d,4,c,6,h,5,nine
10538,d,1,c,5,d,4,draw
10539,d,3,c,3,h,7,eleven
10540,c,3,h,5,g,1,ten
10541,d,1,c,7,f,3,fifteen
10542,d,3,f,4,b,5,ten
10543,d,4,a,5,h,2,eight
10544,d,4,a,8,g,1,nine
10545,b,1,c,1,b,7,nine
10546,c,2,g,7,f,8,draw
10547,b,1,d,6,c,6,draw
10548,a,1,h,8,h,5,fourteen
10549,c,1,c,7,c,3,fifteen
10550,d,3,f,8,e,5,twelve
10551,c,1,b,3,g,3,fourteen
10552,c,1,d,8,d,5,fourteen
10553,b,2,f,6,f,5,draw
10554,d,4,a,7,g,6,eleven
10555,d,1,a,1,e,4,fourteen
10556,a,1,c,8,g,6,fifteen
10557,c,1,g,6,e,8,thirteen
10558,d,2,f,7,a,1,four
10559,d,2,g,5,a,5,twelve
10560,a,1,f,6,e,3,sixteen
10561,c,2,b,3,a,3,six
10562,b,2,c,4,e,2,eleven
10563,d,2,e,4,f,7,ten
10564,d,2,b,6,f,6,thirteen
10565,d,2,d,8,f,6,thirteen
10566,b,2,f,2,h,6,twelve
10567,a,1,d,7,c,1,thirteen
10568,d,2,f,4,c,5,thirteen
10569,d,1,c,4,a,3,eight
10570,b,1,b,3,d,3,fifteen
10571,c,1,a,3,f,6,fourteen
10572,d,2,c,4,b,3,draw
10573,d,4,g,5,h,1,five
10574,d,1,b,3,b,6,thirteen
10575,b,2,g,8,g,5,fourteen
10576,d,2,b,6,e,6,thirteen
10577,d,2,a,8,d,7,thirteen
10578,d,4,b,8,e,2,ten
10579,c,1,b,3,c,4,draw
10580,b,1,a,7,h,1,nine
10581,d,4,a,8,f,1,nine
10582,a,1,a,4,h,7,fourteen
10583,b,1,f,5,c,4,fourteen
10584,d,2,a,4,b,3,draw
10585,d,2,g,2,e,4,fourteen
10586,d,2,e,2,d,8,eleven
10587,c,2,e,3,a,2,one
10588,c,1,c,4,f,7,fourteen
10589,d,3,c,3,c,1,five
10590,d,2,d,1,f,7,twelve
10591,b,2,c,8,e,3,fifteen
10592,a,1,g,4,e,4,sixteen
10593,b,1,b,4,c,3,draw
10594,d,1,g,1,f,5,fifteen
10595,a,1,h,5,g,7,fifteen
10596,d,2,g,3,h,5,eight
10597,c,2,f,5,g,3,eleven
10598,c,2,a,8,d,5,thirteen
10599,b,1,f,1,f,3,fifteen
10600,c,2,e,3,h,3,twelve
10601,d,2,b,2,e,4,fourteen
10602,c,2,a,5,b,7,twelve
10603,c,1,g,2,h,3,draw
10604,d,2,c,3,c,5,thirteen
10605,b,1,h,3,c,7,fourteen
10606,d,2,h,7,e,5,thirteen
10607,c,1,f,8,c,6,fifteen
10608,b,2,e,2,d,2,draw
10609,c,1,g,8,h,6,nine
10610,c,3,g,6,h,6,draw
10611,c,2,h,2,a,2,two
10612,d,3,e,3,c,5,eleven
10613,b,1,g,8,d,4,fifteen
10614,c,3,a,4,e,2,nine
10615,d,4,c,3,g,2,eight
10616,d,1,c,4,e,3,ten
10617,a,1,d,5,f,5,fifteen
10618,d,4,e,8,g,6,eleven
10619,b,1,c,5,d,8,fourteen
10620,c,1,e,2,a,5,eleven
10621,d,2,c,4,h,1,six
10622,c,1,a,4,h,7,thirteen
10623,d,2,c,5,h,2,eight
10624,c,1,g,4,e,7,fourteen
10625,b,2,h,6,f,4,fifteen
10626,a,1,e,3,d,4,draw
10627,d,1,e,4,f,6,thirteen
10628,d,1,g,2,d,5,fifteen
10629,c,2,b,3,f,6,thirteen
10630,c,1,a,8,e,6,fourteen
10631,a,1,b,2,c,3,sixteen
10632,d,2,d,6,c,7,draw
10633,d,2,d,8,g,2,eight
10634,d,1,g,8,a,4,twelve
10635,d,4,g,5,c,2,eight
10636,b,1,c,5,h,3,eleven
10637,c,2,d,5,a,3,seven
10638,a,1,a,5,h,7,fourteen
10639,c,1,d,5,g,8,fourteen
10640,b,2,a,4,e,4,fourteen
10641,d,1,c,1,b,1,nine
10642,c,1,a,1,d,8,fourteen
10643,d,1,b,5,d,5,fourteen
10644,b,2,g,4,h,5,draw
10645,b,2,b,8,g,4,fourteen
10646,d,3,f,3,b,6,twelve
10647,b,1,d,7,e,4,fifteen
10648,b,1,a,8,b,7,draw
10649,d,4,g,3,g,4,draw
10650,c,2,b,1,f,7,thirteen
10651,c,2,g,3,h,7,eight
10652,c,1,h,4,h,1,nine
10653,d,1,g,7,c,4,fifteen
10654,c,2,d,7,g,8,ten
10655,d,4,b,3,f,2,nine
10656,d,2,c,8,f,3,thirteen
10657,c,1,d,3,b,4,twelve
10658,d,2,d,7,f,2,eight
10659,c,1,d,1,h,8,twelve
10660,c,1,b,5,e,7,fourteen
10661,c,2,g,4,g,5,draw
10662,d,1,a,4,g,5,fourteen
10663,a,1,b,8,f,2,thirteen
10664,a,1,c,6,h,2,twelve
10665,c,1,a,3,a,1,zero
10666,d,1,g,7,f,3,fifteen
10667,a,1,f,4,e,5,draw
10668,c,2,d,6,h,2,nine
10669,c,3,a,8,b,1,one
10670,c,2,c,3,g,7,thirteen
10671,b,1,h,3,g,6,fifteen
10672,d,3,g,6,e,1,eight
10673,c,1,a,6,h,2,nine
10674,d,1,g,7,a,8,ten
10675,b,1,f,2,h,6,twelve
10676,a,1,h,7,h,1,thirteen
10677,c,3,c,8,e,4,thirteen
10678,d,1,e,6,a,6,fourteen
10679,c,3,e,8,g,1,nine
10680,c,2,c,8,f,3,fourteen
10681,d,1,g,8,c,6,fourteen
10682,b,1,b,5,f,2,twelve
10683,d,2,c,7,g,4,thirteen
10684,c,1,c,7,f,6,fifteen
10685,d,2,a,3,h,2,five
10686,d,3,e,1,h,1,seven
10687,d,3,c,2,f,3,nine
10688,c,1,g,8,d,8,fourteen
10689,d,1,g,2,c,4,fourteen
10690,a,1,f,1,h,5,twelve
10691,d,4,g,1,g,5,eleven
10692,c,2,h,6,h,1,ten
10693,b,1,b,7,h,1,nine
10694,d,3,f,5,d,1,two
10695,c,2,h,7,f,5,fourteen
10696,c,2,f,1,f,3,fourteen
10697,c,2,d,3,a,2,one
10698,d,1,b,4,f,7,fourteen
10699,c,2,c,6,g,1,eight
10700,c,2,h,8,f,1,ten
10701,b,2,h,1,d,3,fourteen
